Monthly Budget,Food,Electronics,Online Shopping,Monthly Bill,Groceries,Transport,Housing,Miscellaneous,Saving Goal
26542,1602,1599,589,2232,2303,1546,3244,976,12447
36312,4311,2570,1080,3761,2071,1853,4641,1307,14714
50242,6789,2006,1672,6047,3739,1528,8068,1523,18867
98783,18033,9727,4205,10689,6503,6312,22839,3351,17120
92893,7293,8552,2668,7665,7143,5356,11004,3201,40007
60388,5080,6422,3667,5719,7868,3842,10433,2716,14636
32691,4142,4197,2725,2595,3909,2302,6336,842,5639
82960,13427,7239,6200,5763,10905,3452,16437,1043,18489
89388,7315,3743,4029,4780,10103,3240,15606,2474,38094
27601,3883,2644,1881,3726,1992,2601,7136,509,3226
23020,2606,2112,2150,2336,2102,1059,4173,602,5876
13155,1450,898,834,886,1914,1183,1875,539,3572
74119,8268,7390,6401,12138,6228,4234,22615,1914,4927
86051,10899,8097,7860,10334,11290,4646,19869,1170,11882
41777,4593,3281,2542,3540,4016,872,4203,1095,17631
24710,1354,1162,1138,2341,2657,1729,3147,705,10473
29532,5683,1778,2321,2540,4327,1235,5373,909,5362
23601,2467,1484,1037,1155,2396,906,3073,608,10471
68227,6503,2026,3554,6481,5819,3909,10652,2174,27106
9967,1438,877,918,845,1044,825,1462,183,2372
89289,7862,3126,3997,8955,5401,6623,16790,1997,34535
25022,1788,1207,1288,1688,2131,1381,2643,816,12075
48463,6473,3564,2877,5933,5874,3515,5958,1833,12432
79671,9884,3709,4781,11207,10832,7787,16406,2530,12531
10722,883,369,590,852,819,492,1397,235,5080
32413,2030,1959,1811,2890,3135,2074,7508,577,10426
97772,16703,7128,4200,16505,15471,3472,22046,2724,9519
86050,8350,6889,6794,8729,4650,5562,14623,3971,26478
90867,12609,7953,5690,6194,11908,4467,13634,3395,25012
88596,5241,4575,4440,7820,10067,5664,9208,3036,38540
71732,12889,5080,5650,6677,4989,4552,9759,1416,20717
17297,2089,675,1901,1364,3175,1935,2852,450,2851
73323,7564,5517,4574,5489,8169,2366,10506,3174,25959
28816,3305,858,1566,3302,3660,1870,4441,1334,8476
45695,7815,5303,3179,5339,5151,3185,6112,2531,7076
24702,2297,1897,1129,2835,2277,2072,3910,670,7611
30242,3539,1819,1356,2761,2901,1079,3177,916,12692
60841,7519,6632,6164,8548,6297,2383,16941,2530,3824
72712,7088,6960,4772,6151,4288,4060,11359,3753,24277
90663,13022,10626,2841,8633,13059,5672,15836,2174,18795
97764,16416,8404,3940,6435,12477,5187,21017,6121,17763
58574,8815,2742,5378,4651,4951,5615,10252,2891,13276
90744,14496,9413,6983,12562,5320,2949,17765,2748,18503
33482,2371,847,1489,3418,3149,1614,5754,623,14213
14171,2362,1442,942,1191,1922,641,2528,679,2460
8696,623,752,389,791,795,247,1367,423,3303
25058,3762,3012,2097,3910,1819,2414,4939,788,2313
25313,2142,1888,1128,1406,2017,1003,3279,344,12102
24149,2543,740,1527,2300,1847,1734,4725,758,7970
58521,5521,4814,2978,3516,4138,4562,9495,1956,21537
50740,7216,2469,3344,6937,6347,4717,7559,2805,9342
9956,841,392,449,1524,1096,610,2075,622,2344
80731,8246,5560,6867,11037,8419,6621,18848,2964,12166
87612,4401,2375,5317,6444,8219,3187,13632,2887,41146
71641,8211,6097,5047,7563,6614,3479,13469,1839,19317
68811,4344,7122,5233,6762,8571,2754,8579,2478,22962
57160,3917,4016,3456,3263,6711,2811,10372,866,21744
56313,4929,3589,3092,5212,8320,6257,9105,3586,12219
68232,5856,5863,4187,8125,3605,3565,9927,1579,25521
20417,2659,1763,817,1370,2276,1319,2717,261,7231
29729,3561,2023,1190,1995,2985,966,4823,1256,10926
35099,2578,3207,1745,3975,3522,3281,5229,2077,9482
34961,4502,3575,1832,4899,3550,1018,7099,710,7772
17602,3012,946,1499,2587,1807,1818,2666,623,2639
14256,1283,1178,378,1207,634,867,2114,589,6002
91120,11637,9577,3017,8909,8572,2829,12902,4173,29500
39681,3191,3932,2574,4460,2596,2402,8594,2011,9918
96328,7894,3493,5103,7961,5085,5126,13335,2592,45736
92440,12125,12162,7155,16022,11712,6150,17815,2684,6611
69789,4379,4627,2530,6730,8542,2197,9175,1416,30189
48361,3981,2462,1645,2886,4009,2351,5799,1097,24127
69503,5397,4775,3411,5995,6637,2620,6903,2547,31215
39540,3247,1139,2484,4608,3611,1599,4973,1477,16397
31536,4453,2388,1394,2869,4180,1305,7536,519,6888
89700,13284,8977,7651,7058,11631,5938,17961,3376,13821
68043,8285,5477,2302,7759,6522,1725,7881,2185,25902
83532,12234,9435,3832,8866,6780,6870,16346,3539,15625
61575,8384,3265,4158,7709,6919,5505,14415,3261,7956
7871,745,540,286,507,829,285,1346,150,3179
51002,6187,2516,5187,6018,4261,3398,12608,1100,9723
54812,3148,4215,1448,5314,3301,2938,7140,2010,25295
27626,2279,1116,1037,2218,2059,1877,4747,459,11831
64979,6029,4701,2582,4306,7051,2984,8436,852,28034
81057,9822,5284,4440,5112,5232,6688,10101,2178,32196
71668,8056,5553,1448,6712,5637,2314,7524,2429,31992
85070,9885,5300,2253,8928,4636,3971,13967,1027,35098
94390,6755,7506,3925,11331,9257,3188,20266,1846,30311
47998,4096,3196,3202,6201,5484,3210,12054,1762,8789
68814,3903,5205,4119,5763,3457,3367,10654,1397,30945
50607,4852,2434,2325,4597,4764,2642,5793,1523,21673
12812,1757,383,777,1594,1610,1090,1693,538,3366
66844,13698,6510,4134,10247,6701,6847,10160,4027,4517
75093,8506,7264,5704,6093,4977,3063,12639,1510,25332
7179,1397,450,505,861,799,441,1821,378,522
48798,4507,1740,1673,4313,4901,1621,5544,1715,22780
79601,9166,4713,3766,5191,3998,2333,11171,833,38426
13275,2216,1567,1081,1580,1383,590,2852,208,1795
55574,6161,2356,2421,5309,4694,2727,10463,1744,19694
52857,8724,7775,2163,6785,4297,5621,9907,2744,4837
25700,2936,2270,713,2628,1683,1308,3820,617,9721
44464,5653,2461,4135,3609,5819,4218,8691,702,9172
47351,3393,2547,1582,5908,4226,4151,7177,1483,16879
98330,7186,10320,7267,8103,15344,5876,18065,4749,21415
99319,12227,12037,4269,15029,15019,8340,16168,4755,11471
87534,12484,8885,4138,8353,9439,3136,17349,3373,20373
18869,1663,1677,1111,3152,2584,1409,4478,891,1900
65315,5947,2847,2034,6735,7355,3281,14101,2789,20221
98688,13173,9547,5426,9107,16000,5648,28547,4482,6753
25954,3386,2246,1833,2986,1744,1494,4151,653,7456
36555,2573,1647,1651,3915,1785,1560,6387,625,16408
68353,3551,3772,3867,3684,6852,3901,11141,2391,29189
87190,6040,3158,2549,6732,6041,6218,14772,2680,38995
50026,3181,2780,3277,3914,4427,2729,4807,1649,23258
51976,10250,2427,5711,5391,7393,4326,9230,2201,5043
85578,10537,3853,3464,16227,8374,4098,24041,5743,9236
96502,11735,8626,7088,7565,10348,5193,14044,2885,29013
50095,4890,1848,1685,4550,5264,1772,5156,2267,22657
19270,2372,1094,957,1072,1146,637,2261,316,9412
35908,5138,2404,2634,4419,7701,1976,8057,1033,2542
20523,1933,1313,1500,1855,1647,1668,5560,732,4311
67433,4965,4686,4544,7431,9898,4874,16995,4205,9831
52068,4203,2028,2442,5103,5559,2043,7868,2501,20316
24991,3737,897,1921,1603,2959,1204,3589,627,8449
15775,1339,2078,1258,2574,1539,1457,3110,777,1639
82801,8562,2975,5796,10170,8869,7432,12978,3858,22156
89995,12598,2750,6891,5743,10994,4615,12122,2019,32258
66250,6776,5342,4505,3444,5314,2030,11084,1214,26536
21673,2286,1853,2923,2198,3798,1115,5189,1028,1279
32056,1537,2224,1939,1946,3374,1082,4336,1166,14448
11614,904,579,608,1409,1369,992,1803,284,3555
12415,1633,484,480,1297,896,623,1526,315,5156
93691,11097,5586,3004,9678,9617,5006,8546,2406,38747
48884,7198,5306,3977,6017,6332,2599,8286,2545,6620
21964,4886,1046,1119,2561,2627,2152,4624,759,2187
42726,4380,2397,1887,3179,4113,2136,8156,469,16004
42044,4680,1768,2189,7770,7658,1828,8722,2364,5061
62149,5817,2577,2334,6524,3495,1871,10054,2596,26877
42544,4749,3625,1454,2839,2064,2593,7702,1485,16029
54976,6658,1559,2756,3613,4293,2732,7947,1839,23574
37252,4861,4640,1496,4294,3734,2024,7800,1524,6875
8832,1298,479,672,1211,1173,787,1376,134,1699
95811,11491,7193,5294,9418,8372,2550,14614,3145,33730
85437,8396,9033,8753,8967,7627,7915,22703,6560,5480
39148,5243,3496,1252,2168,4471,2866,4266,626,14755
66240,5012,2765,5378,6115,5380,2471,9470,966,28225
93454,11744,9805,7579,8165,9381,3830,18354,2459,22132
90076,7279,7706,2559,9443,7627,4903,10589,4457,35507
82116,11331,6751,6356,10524,11608,5869,17653,1463,10558
58459,8629,6992,5043,5975,5118,2145,10007,3146,11400
43402,3389,2835,1919,3906,2008,1924,5738,481,21199
62727,7007,4666,1402,3893,6317,1498,6382,581,30977
43578,5375,2483,2502,4524,5725,1717,6902,2115,12231
95453,9617,5453,4984,7677,5459,4773,9369,3215,44903
27318,2226,3089,1318,2424,1734,2119,5453,1160,7791
80715,12997,3862,5483,9178,9250,5777,17951,1586,14626
82787,7926,7300,5073,9336,11721,3357,21477,2513,14082
90029,5587,7503,4150,5816,9317,4973,9598,922,42158
25466,2565,2472,1806,2928,2956,1904,6119,1462,3249
50475,5982,2796,2555,4830,4084,3101,9052,2382,15689
65142,8683,3211,4242,6821,6021,2877,12299,1443,19541
90160,6331,7689,5275,5754,7765,5709,15138,1980,34515
31564,3144,3477,1521,3640,3737,2123,3985,1264,8669
27412,4204,3006,1459,3671,3635,1561,3650,1493,4729
98526,14156,9805,7546,9661,11649,8448,21556,3265,12436
56001,8127,4104,4256,3389,3977,4237,7531,1931,18444
62649,4879,2644,4047,3543,6482,1725,13331,2592,23402
65957,9001,2533,3850,4474,5775,3620,14746,1753,20201
40517,3212,1301,3211,2572,3706,1197,7852,1976,15487
18156,3661,647,1568,2611,3002,992,2527,1079,2064
28064,2562,2196,744,1743,2215,1576,3585,893,12547
30711,3812,2732,1686,3154,1951,2301,4483,1003,9584
35106,3355,3667,2467,2885,4516,2013,9764,2677,3759
70458,6863,9134,5920,6599,6137,2383,11767,3482,18168
21589,1471,2218,626,1554,1383,1037,3188,821,9286
94272,7914,6591,4048,6291,9194,3712,9722,4006,42790
91511,10535,8040,5497,8640,13052,7906,18040,4325,15473
12214,1477,436,383,1154,1045,595,2365,235,4520
90731,8266,8647,5967,13540,11102,6103,26378,2106,8618
32127,6306,1854,2953,3079,3735,1837,8816,1452,2091
10141,640,644,505,1240,665,780,2240,359,3064
33884,2694,3672,2072,2638,2780,1436,4648,1653,12288
95421,11692,4583,4945,6444,10215,2510,14678,1409,38941
7708,1128,330,493,1019,988,482,1362,337,1565
23375,3256,2290,1717,3923,4100,1363,4746,739,1237
20088,1334,1703,748,2714,2407,1471,3215,1153,5339
62615,11229,3999,3634,6179,9259,2938,18882,2915,3577
50046,6351,2783,4552,8751,5057,5134,10397,2443,4573
15014,1562,1899,959,1922,1067,657,3300,689,2957
69425,9476,3593,5011,7337,8006,3561,14176,1133,17129
8273,982,921,561,1275,908,514,1192,462,1454
52135,3824,3892,1738,7187,6904,4488,6773,1069,16257
35881,6547,2664,2996,4711,3740,2826,8508,1197,2687
83077,14281,5263,3151,12609,13842,3601,16647,4122,9558
13712,797,1189,1033,1130,1143,672,2594,174,4975
79704,11662,10359,4069,11529,8530,5932,14757,3778,9083
57874,3689,2819,3201,4066,7294,3801,11776,1668,19555
74087,14170,3404,2985,13150,8441,5678,19400,1329,5527
17297,2268,718,1420,1918,2349,975,2815,795,4035
32128,3015,3788,3318,4981,2334,2838,6332,1347,4171
73368,6545,7250,4061,10125,12814,5518,16981,2782,7288
99019,7314,4801,5475,14709,7621,10232,14239,1840,30217
92599,8411,4218,2153,6600,5103,6044,14091,2663,43313
93499,16230,8358,8460,12392,13478,7938,16735,2924,6980
83958,5853,8382,3824,10216,6762,6517,17763,4513,20124
37920,2917,2957,2201,2375,2660,1805,7672,1361,13969
16156,1701,785,554,1578,2265,1112,3545,440,4171
16108,1193,612,1009,1509,2009,641,1963,517,6651
36845,5202,3263,3003,4379,3934,4042,6356,1842,4820
7800,697,201,403,481,485,319,1196,256,3758
47712,6044,4165,3288,3627,5281,2642,9656,2350,10655
7610,1342,504,270,615,1019,624,1239,444,1550
82603,9069,3215,3416,7204,7918,4110,8575,2453,36640
38872,4601,2717,2472,5129,3031,1766,5978,1368,11806
15728,2054,1301,846,1707,1528,489,3043,315,4441
25583,3924,1831,922,1413,1623,895,4617,706,9648
90774,6338,9253,7037,11838,8127,4557,12188,3209,28223
12263,971,1386,1438,1727,1024,773,3140,290,1509
72450,4670,7414,6477,9420,5802,2372,8903,1785,25603
94285,13019,9459,7821,10138,10773,5705,20943,6045,10377
24456,3160,987,1148,1328,1558,757,4416,1007,10091
96118,6759,2255,3263,7884,9097,2809,14149,2282,47615
70942,8788,7798,2389,7005,8683,5412,13669,1600,15594
18689,2328,2197,1049,2647,1192,1139,2705,754,4674
37934,3299,4412,1820,5845,6422,2421,9953,1069,2689
38276,4627,4466,2124,4335,6944,1930,10700,997,2150
24873,1144,997,1533,2299,1931,1505,3601,302,11556
18050,1688,1816,2029,2409,2034,1940,3525,658,1947
71216,10969,8312,6055,5431,5833,4258,9861,2647,17846
89444,11451,7684,2986,7019,4871,6121,10608,1409,37290
89040,11190,4110,6020,5731,7466,4146,8740,1548,40085
26644,4682,1816,1224,1922,2052,1158,3855,978,7559
67021,10355,4905,4033,5485,7028,2069,10384,2367,20392
42125,5091,2406,2486,2857,2997,1366,8360,1759,14800
71899,7193,3248,2959,3094,5271,3451,9970,2008,34700
47291,5627,3472,3499,5245,3922,1978,6682,1673,15189
40060,5672,1446,2330,3120,4077,3212,5655,2117,12088
6538,801,763,476,776,776,467,1847,259,369
41176,7585,4963,1773,5014,5274,2567,8976,1462,3558
46520,3727,4073,3155,2969,5251,1676,9295,1960,14408
30675,2399,2027,1050,2819,2299,668,3959,992,14457
23287,2084,1507,1340,2127,1841,1431,2347,360,10246
5174,272,292,207,389,413,231,652,168,2546
97268,14305,6007,5704,8459,10348,5051,14845,4578,27967
39998,2984,3791,1980,4099,2190,1292,5714,1763,16181
58312,4619,2242,2218,7004,3511,2178,10033,1535,24968
17112,1160,1643,986,1335,984,1276,3114,766,5845
80225,12776,4286,7058,8481,7137,3504,17348,3391,16240
49814,6646,2000,4079,5419,5056,1702,10769,1114,13025
90091,8446,4396,2309,9440,6664,3983,12455,3110,39285
55719,9340,5030,1849,4772,8053,2694,11851,1855,10271
38919,2878,1445,1705,3437,1753,2488,6347,739,18123
78155,7520,7230,6916,6545,8904,5826,18330,4893,11989
76569,5247,6431,3057,8981,6072,5507,8275,3342,29653
46328,5311,1907,2587,4062,5216,2769,7090,1920,15462
75482,7847,4826,5043,8061,4794,4307,8240,3125,29235
29618,2888,2062,1961,4791,2420,2720,4148,1315,7309
39675,2559,2569,1475,3642,2407,2191,4818,1376,18634
23919,1682,2034,1921,2742,2413,692,3129,1299,8003
9173,1504,683,647,1365,1057,594,1469,202,1648
31400,1776,3537,1612,3003,3785,1277,4316,1500,10591
55445,4268,5540,3513,6802,6113,3846,12875,2556,9928
75305,9813,9579,5090,7056,6574,5353,12702,5420,13715
42564,6403,4266,3153,4235,4246,1687,6876,1911,9782
50814,4755,3539,1857,4946,4625,1041,7360,656,22032
84747,9746,3985,4318,7359,8426,3343,19784,4465,23316
93791,10575,3701,5521,9517,9991,6026,11837,3276,33343
32962,4341,2617,1494,2315,3310,2669,8073,677,7462
89892,16680,10042,3963,9606,8029,7334,17908,1169,15157
90842,6004,3609,5422,4928,9799,3518,11116,2877,43566
75533,8551,7600,5309,6657,5104,2859,13630,1527,24292
61184,5799,2021,2168,3046,3942,1571,11246,2614,28773
87912,9956,5466,4953,13762,7703,6968,23787,2872,12442
15578,2968,890,1389,2232,1521,1047,2853,866,1808
23624,1753,1559,1267,2484,1773,1510,2456,538,10279
44194,4117,4380,2211,4377,3734,2759,5741,1120,15751
5389,748,377,254,1022,697,275,1144,147,721
72391,7404,6613,2943,10818,8553,7397,13270,2994,12394
18794,1735,711,1190,1117,1732,1184,2793,618,7711
63002,7671,5701,3750,5509,5060,4808,11863,2619,16017
40531,5432,1494,2964,2268,4193,1563,6424,1932,14256
57815,9263,4528,3934,5781,5508,5143,9839,2642,11173
9986,870,979,739,1166,1388,643,1462,523,2212
37298,3081,1929,2022,3410,2588,1124,4000,646,18493
6481,1128,286,268,721,740,466,1606,216,1046
61408,4721,2876,4044,8420,7863,2759,12825,831,17065
74267,7186,5566,2060,5177,5538,5197,10634,971,31933
21835,3840,2631,1318,1888,2524,2080,3328,780,3442
32798,4422,3703,1289,4408,3728,1919,4826,731,7768
96649,6914,9903,3959,7893,9396,3975,18128,4894,31584
69887,6615,7233,5292,8510,6146,3676,11051,2734,18627
24477,3469,1915,1912,2160,2425,1117,3510,1680,6285
22266,4050,1349,1885,3083,1937,1041,2941,1231,4745
91328,7250,2896,5040,11535,10942,5250,14488,5246,28676
90988,15755,6242,5832,10185,5347,2769,12124,2615,30114
48526,4308,3631,1307,5594,2809,3111,9627,1444,16691
16889,1926,2370,1333,2058,3333,958,2844,684,1379
29335,2833,1395,1648,1935,1984,2117,6118,1505,9796
16254,1679,957,389,931,1226,393,2498,393,7784
91610,7678,8033,6938,7562,12238,5553,15144,1578,26882
16442,1468,1231,737,1549,927,1184,2857,371,6114
51289,7268,2444,2555,6208,6406,1979,7566,1447,15413
58747,7672,4336,2649,2902,2764,3089,8052,1746,25533
42327,3137,1457,2861,4550,2408,2340,4418,1330,19822
21199,2097,3002,968,3861,1687,1839,3621,1304,2817
77827,10770,8032,4394,8706,7409,3598,12731,2990,19191
5112,666,317,311,711,730,389,648,179,1158
92051,7586,6723,3594,13614,14269,7128,16331,1415,21387
24581,4210,2350,1649,2607,2851,1586,5607,1099,2617
64722,3750,3842,2552,6168,4147,4280,12176,870,26932
97036,16153,3896,4332,13940,16539,5344,26288,4127,6413
21523,2285,2325,839,1472,2637,905,3729,1134,6192
71960,9105,4937,5702,5556,6033,3819,8857,2918,25030
24552,2999,1692,1269,3753,4642,1204,4716,754,3519
15808,1488,835,605,734,1450,523,2405,529,7234
77525,9286,2634,2211,7785,6512,2882,11682,1400,33130
28620,3780,1595,1305,3472,2269,1962,5430,1304,7498
5887,706,455,243,542,855,260,1195,244,1383
36802,3889,2856,2609,3250,2928,3698,9750,2062,5757
90024,12202,5958,3233,7121,8686,3440,14204,1103,34073
86938,16164,10961,3277,7985,6404,7425,20366,4852,9500
91741,11800,8204,5969,5192,10816,4334,11419,1334,32669
31049,3072,753,1532,3610,2247,1794,4309,405,13323
82789,17548,3467,3956,8416,10644,3678,19020,3405,12651
89526,5555,6012,4127,8649,5387,4438,13860,2114,39381
12846,1865,1371,541,1083,1734,1392,3789,231,834
95563,7156,6267,3726,8173,8306,4021,12733,1147,44031
51220,7296,5309,3090,6937,8652,4855,7762,2027,5289
51163,7922,2559,1835,6038,3332,2314,7110,2625,17425
8765,1334,685,389,1238,893,741,1890,169,1424
86486,5789,7915,3906,8817,6472,3931,11461,1309,36881
50270,5162,5746,3984,3374,5252,3003,7069,2573,14102
80277,10222,5210,4104,10017,13710,4190,20305,3616,8899
93278,11387,6996,3257,7443,11265,5267,16420,2608,28631
95239,9809,4576,6296,10722,9395,6294,22375,3526,22242
27931,2043,2061,1752,2659,2604,1856,4368,874,9710
94116,9528,2622,2436,9248,8182,5651,10981,3408,42056
60633,11030,7807,3202,5594,5271,3285,9392,846,14201
85702,15620,7949,4161,7102,6296,8097,18028,2981,15464
56913,11054,6686,2575,9147,5118,5058,12828,1227,3217
99776,14013,10924,4460,13259,6486,4938,12452,2442,30798
30991,3009,1820,1263,5856,3593,1708,5899,681,7159
59845,9675,5510,4117,6623,8603,2042,8253,1935,13081
60312,7588,7717,6275,4931,4976,3096,14735,3012,7980
15561,2062,1143,950,1946,1868,1160,2028,611,3789
21901,2020,1429,843,1192,1764,775,2257,819,10797
67875,12526,5239,5505,5814,9189,3007,10087,4016,12488
30917,3286,2684,1902,2290,2228,928,6503,1204,9889
67120,4397,4279,5270,7750,4802,3121,8798,1888,26809
6988,905,520,480,497,532,306,882,103,2705
19256,2021,984,1707,3263,3011,906,3205,344,3811
92728,15485,2703,3812,5745,11210,7666,14443,1535,30126
33230,3161,896,1408,1794,3663,1181,4915,1519,14689
64778,11575,4332,4638,9073,8774,2780,15361,4552,3689
50833,8525,3589,1548,4752,5128,4375,8817,1586,12509
27625,3975,938,1437,4390,3011,1905,6784,1012,4169
37088,3823,1747,2348,5836,3345,1387,8378,1880,8340
84650,9375,9846,6475,7563,8787,3128,15793,3600,20078
46167,4309,3535,3086,5206,4884,1307,4967,1050,17820
76291,13736,8465,3714,10244,7616,5485,17582,2410,7035
70303,9983,7257,2515,6219,8880,2165,12133,1417,19731
81361,11473,2661,5370,8272,5717,4188,15390,3562,24724
93229,6113,3980,7707,12562,8070,6160,20402,2839,25392
9117,775,505,498,640,929,326,1578,404,3458
95265,8592,13867,4555,9581,8550,7319,15845,4879,21216
65710,6403,4256,2521,4127,6098,3745,5276,2054,31227
99426,7898,6077,3755,7726,13745,8235,22646,2814,26528
99876,6816,3587,7858,8752,11395,6950,19295,4553,30666
72054,6243,4188,3552,5787,7298,2992,9175,2446,30369
35949,4813,2337,1956,5860,2703,2360,8919,747,6249
27547,4912,2620,2802,2936,3266,1923,6224,551,2309
86882,7657,7419,4413,5518,8873,4905,12245,3833,32016
73136,8073,5928,6340,9465,7195,4599,10696,1284,19553
69619,5537,5641,4428,4701,3015,3783,8708,2236,31567
66842,7702,3058,1412,6253,3471,4126,5676,2240,32900
99803,10813,8757,3745,15039,9972,6888,20157,1514,22914
31990,2993,3306,1880,4435,3595,1981,4786,1432,7579
21193,2178,1794,1890,2589,1615,1176,4302,694,4950
35109,3142,3207,3370,3525,3771,1571,8691,946,6883
24233,3215,1860,1261,1297,1203,1032,3761,864,9735
86730,5613,7914,2924,9147,7450,4428,11531,3761,33958
39510,6525,1464,1535,5714,5429,1238,5592,1524,10485
6306,819,525,661,576,991,510,1310,468,442
8849,1519,595,592,548,901,739,2158,118,1675
17360,2532,1829,1028,2204,1219,1448,3169,775,3151
99767,10444,9334,4660,5566,6291,6542,13905,1619,41402
50800,10771,3134,5642,5169,5133,3094,11338,1974,4541
41963,3125,1283,2569,4476,4000,1239,6711,1244,17312
59330,7400,6552,2765,3855,3843,3077,9558,1445,20832
56707,5575,3319,2536,4119,5544,2552,9155,1176,21525
23689,2616,1250,1696,2688,3080,1704,3544,1316,5791
34084,4413,965,2468,3725,3610,1019,4137,1614,12129
45387,4374,2685,2493,4702,5487,2774,7488,672,14708
79816,9844,5662,2839,5995,6826,2868,11964,2205,31610
7642,942,612,390,1048,610,589,1334,194,1918
47137,6279,3879,2294,5348,3839,3945,6453,2709,12386
84832,12489,8123,2749,4451,7803,6165,11771,2468,28809
60561,10711,3046,4972,5305,6900,6636,14371,2642,5973
67260,11328,3000,3860,9257,5084,4208,10484,3470,16566
20438,1786,1310,822,1614,1620,999,2142,180,9961
53442,11132,6524,2288,8417,7774,4285,8260,1184,3575
7994,809,484,332,1142,805,644,1914,323,1536
6813,900,398,418,872,464,546,1514,393,1303
98027,9650,5173,5420,5715,10110,3376,21048,4687,32844
89381,6413,9220,4833,14677,9540,9068,21192,5710,8724
60276,4370,2067,4637,8156,4832,3660,11407,1081,20062
46243,5475,4095,2279,5966,6909,2774,11244,3208,4289
67912,11039,3632,4460,7115,7733,4346,19224,4062,6297
65272,8036,5030,3069,5492,3501,3638,10511,1339,24652
47051,7223,2995,3823,5137,4818,3296,8047,2493,9215
83854,6815,4177,2971,4316,7255,3977,10683,2581,41075
87736,8835,4187,6917,14662,17509,5796,17889,6075,5861
70618,6627,2476,4551,9258,9588,2825,14293,3321,17675
6920,803,701,378,1023,756,566,1603,389,698
82219,10631,7820,5730,5163,10361,3783,17073,4543,17111
81872,3965,5493,2627,4547,7986,2535,12759,1086,40870
86132,7353,5729,4721,7146,6028,2550,10277,3567,38757
7093,1382,323,380,1129,729,319,1877,442,508
17905,2042,1304,1264,1509,1739,784,3357,468,5433
29351,3674,1094,1156,2920,3338,1077,5604,461,10023
35981,5594,1531,3263,2441,5818,3299,7507,1332,5191
78903,7939,9189,5041,10745,8063,6680,17523,4623,9097
75821,3718,5585,2271,7440,7413,3788,8877,2076,34648
87289,9448,5596,2580,7076,6214,3210,9237,1504,42419
89021,7891,5638,4455,7866,4815,3630,8804,1733,44185
83513,7809,7215,2937,6715,9016,3634,8830,3499,33855
24874,1728,879,1051,2840,2905,836,4905,1057,8670
55931,8061,7115,2545,4333,7447,2001,11835,1092,11498
12674,894,1179,1229,997,1972,996,3257,535,1611
55516,5587,7764,3361,5328,9130,2804,12525,4265,4748
99574,9712,8824,4470,10367,9932,3333,15530,1359,36044
65686,6143,4410,4700,4867,7884,3065,7374,761,26479
99851,5373,6733,6064,8999,10584,5359,11259,3348,42127
74212,3964,3135,2394,7528,4704,4057,12089,2111,34226
7426,723,557,402,569,452,405,934,69,3311
95009,9193,2891,3221,5671,6764,3004,12484,4283,47493
73498,9425,4454,2664,10925,10181,6772,14299,3027,11747
34943,3014,864,2089,2835,3460,1999,5990,938,13749
71395,10887,3343,4687,7668,9122,2422,8794,2057,22411
49816,3565,2682,2576,7575,5505,4347,12749,2465,8347
9138,526,221,228,960,813,385,1288,219,4494
96176,9069,4890,2791,6951,9029,2238,14663,2873,43669
80945,7948,7512,7937,13814,8317,3946,19052,3688,8728
9017,1519,429,1021,1289,1346,651,1724,479,556
15451,1710,715,607,1385,1459,825,2511,676,5558
67956,9319,6113,4176,5722,6697,4585,6765,2704,21872
98863,10935,2632,2877,6822,8074,2828,14641,3474,46576
15278,2761,914,1126,1557,2119,930,3150,345,2372
95480,10686,4822,5082,18161,12772,6321,22342,2167,8399
48764,9487,2507,3763,4765,4592,3670,8838,3012,8126
6134,551,679,337,844,969,618,1671,102,358
67943,10671,4945,6714,9746,7256,5028,17340,1745,4494
59318,5843,2820,1890,5599,3427,2418,8444,1486,27386
65128,6238,3470,4240,7069,7104,5900,13355,4174,13573
93056,11663,7842,6902,11794,5660,3334,19280,4723,21855
26869,2175,3204,1847,4761,4252,2767,4911,1383,1565
10039,1173,570,545,1459,1533,797,1515,719,1724
26281,3307,659,1218,2509,2127,1379,3334,912,10831
15442,1093,505,1090,1309,1688,1073,3125,506,5049
78788,4488,5897,3704,9640,6191,4506,12475,1220,30664
32586,4257,1585,1427,4526,3255,2574,5547,1224,8187
58053,9098,4179,2973,4934,7723,4141,11119,2889,10993
55489,4245,2682,5353,5913,6013,2032,12846,1570,14830
88104,11123,4909,3718,12525,8411,5735,20158,4307,17213
91346,10590,1915,3436,5111,8032,5534,13940,3732,39053
72087,6445,5116,5985,11110,7840,3951,16605,1770,13260
17625,1866,730,665,1539,1516,1199,2523,323,6114
39397,7129,3042,2356,5263,2901,1882,10091,2332,4398
63671,6672,4466,4606,6541,7854,2632,7332,702,22863
96785,9976,3935,1986,8571,6367,4556,14098,2675,44616
71897,4942,6293,5057,8488,5020,4618,12298,1892,23284
31149,4041,2293,1907,3127,3039,1300,4927,1108,9404
65030,6202,3339,1679,5120,5039,3107,8524,639,31377
74906,5362,7795,2924,7761,7333,5217,11719,1898,24893
10283,866,694,1149,1843,846,622,2371,173,1715
12610,2379,625,1008,1076,1235,770,2915,309,2289
48326,5104,3675,1593,5774,3546,3580,5770,1524,17754
19924,2529,1642,840,1572,2305,616,2425,402,7589
81162,10701,6066,5377,11517,8527,5185,15385,3259,15142
5869,1157,227,411,670,688,328,1048,131,1205
6014,659,335,252,316,496,141,631,199,2982
